id,subject,subject_en,domain,domain_en,name,type,age_range_start,age_range_end,stage,description,evidence,assessment_prompt,cn_standards,source_gap_id,origin
mtc_011,语文,Chinese,阅读与鉴赏,Reading & Appreciation,段落大意与文章结构,PROCEDURAL,8,10,第二学段(3~4年级),"能把握自然段的主要意思，了解句与句、段与段的联系，初步理清文章的表达顺序。","能找出一段话的中心句；能给文章分段并说出段意；能说出文章按什么顺序写","给 {{name}} 一篇短文，请他找出每段的中心句，再说说文章是按什么顺序写的。",moe-2022-chinese:S2.RA.01,G-ZH-02,cn_only
mtc_012,语文,Chinese,阅读与鉴赏,Reading & Appreciation,整本书阅读·儿童文学,META,8,12,第二~三学段(3~6年级),"完整阅读一本儿童文学读物，了解故事全貌，能持续阅读并分享阅读体会。","能坚持读完一整本书；能复述主要情节；能就人物或情节分享自己的看法","请 {{name}} 读完整本书后，讲讲故事的起因经过结果，再说一个印象最深的情节。",moe-2022-chinese:S2.RA.02,G-ZH-02,cn_only
mtc_013,语文,Chinese,阅读与鉴赏,Reading & Appreciation,思辨性阅读·区分事实与观点,META,10,12,第三学段(5~6年级),"在阅读中区分客观事实与作者观点，能质疑、比较，形成自己的判断。","能指出文中哪些是事实、哪些是观点；能对内容提出疑问；能用证据支持或反驳一个说法","给 {{name}} 一段文字，请他挑出哪些是事实、哪些是作者的看法，再说一个自己不同意的地方。",moe-2022-chinese:S3.RA.01,G-ZH-02,cn_only
mtc_014,语文,Chinese,阅读与鉴赏,Reading & Appreciation,文学阅读·人物形象与情感,CONCEPTUAL,10,12,第三学段(5~6年级),"通过人物的语言动作神态把握人物形象，体会文章表达的思想感情。","能从言行描写分析人物特点；能说出作者想表达的情感；能联系生活谈感受","让 {{name}} 说说课文里的某个人物是个怎样的人，从哪里看出来的。",moe-2022-chinese:S3.RA.02,G-ZH-02,cn_only
mtc_015,语文,Chinese,表达与交流,Expression & Communication,写话·看图写话,PROCEDURAL,6,8,第一学段(1~2年级),"观察图画，用一两句完整通顺的话写出图意，做到语句简短明白、标点正确。","能看懂图意；能写出完整的一句话；能正确使用句号问号","给 {{name}} 一幅图，请他写一两句话说说图上画了什么。",moe-2022-chinese:S1.EC.01,G-ZH-03,cn_only
mtc_016,语文,Chinese,表达与交流,Expression & Communication,习作·把一件事写清楚,PROCEDURAL,8,10,第二学段(3~4年级),"能不拘形式地写下见闻感受和想象，把一件事情的起因经过结果写清楚，语句通顺。","能按顺序写清楚一件事；能分段叙述；能把句子写通顺","请 {{name}} 写一件今天发生的小事，注意写清楚事情的经过。",moe-2022-chinese:S2.EC.01,G-ZH-03,cn_only
mtc_017,语文,Chinese,表达与交流,Expression & Communication,习作·写人记事描写,PROCEDURAL,10,12,第三学段(5~6年级),"能写简单的写实和想象作文，用具体事例和细节描写表现人物，做到内容具体感情真实。","能用具体事例写人；能加上动作语言描写；能表达真情实感","请 {{name}} 写一个熟悉的人，用一两件事表现他的特点。",moe-2022-chinese:S3.EC.01,G-ZH-03,cn_only
mtc_018,语文,Chinese,表达与交流,Expression & Communication,口语交际·倾听与表达,LANGUAGE,6,10,第一~二学段(1~4年级),"认真倾听别人讲话，能听懂主要内容；能用几句连贯的话清楚地表达自己的想法。","能认真听完别人的话不插嘴；能复述别人说的要点；能清楚说出自己的想法","讲一件事给 {{name}} 听，然后请他复述；再让 {{name}} 说说自己的看法。",moe-2022-chinese:S1.EC.02,G-ZH-03,cn_only
mtc_019,语文,Chinese,表达与交流,Expression & Communication,口语交际·讨论与发表意见,LANGUAGE,10,12,第三学段(5~6年级),"在讨论中敢于发表意见，能围绕话题清楚有条理地表达，并能尊重不同看法。","能围绕话题发言；能用理由支持自己的观点；能倾听并回应不同意见","组织一次小讨论，请 {{name}} 就话题说出自己的观点和理由。",moe-2022-chinese:S3.EC.02,G-ZH-03,cn_only
mtc_020,语文,Chinese,梳理与探究,Sorting & Inquiry,梳理探究·语言现象归类,META,8,12,第二~三学段(3~6年级),"观察和归类语言现象（如多音字、近义词、修辞），在梳理中发现语言规律。","能把多音字按读音归类；能辨析近义词的细微差别；能发现比喻拟人等修辞","给 {{name}} 一组多音字，请他按读音分别组词归类。",moe-2022-chinese:S2.SI.01,G-ZH-04,cn_only
mtc_021,语文,Chinese,梳理与探究,Sorting & Inquiry,跨学科学习·问题探究,META,10,12,第三学段(5~6年级),"围绕一个真实问题，综合运用语文和其他学科知识开展探究，形成并展示成果。","能提出一个可探究的问题；能查找和整理资料；能用语文方式呈现成果","请 {{name}} 选一个感兴趣的问题，查资料做一份小报告或海报。",moe-2022-chinese:S3.SI.01,G-ZH-04,cn_only
mtc_022,语文,Chinese,古诗文积累,Classical Poetry,古诗文·必背篇目(低段),LANGUAGE,6,8,第一学段(1~2年级),"背诵课标推荐的浅近古诗，读出节奏，初步感受诗歌的画面和韵律。","能背诵指定的古诗；能读出停顿节奏；能说说诗里画面的样子","请 {{name}} 背一首学过的古诗，再说说脑子里出现了怎样的画面。",moe-2022-chinese:S1.CP.01,G-ZH-05,cn_only
mtc_023,语文,Chinese,古诗文积累,Classical Poetry,古诗文·必背篇目(中段),LANGUAGE,8,10,第二学段(3~4年级),"背诵课标推荐的古诗和浅近文言片段，能借助注释了解大意。","能背诵指定篇目；能借助注释说大意；能体会诗人表达的情感","请 {{name}} 背一首古诗，借助注释说说大概讲了什么。",moe-2022-chinese:S2.CP.01,G-ZH-05,cn_only
mtc_024,语文,Chinese,古诗文积累,Classical Poetry,古诗文·必背篇目(高段),LANGUAGE,10,12,第三学段(5~6年级),"背诵课标推荐篇目，能理解诗意并体会意境，初步鉴赏古诗的表达。","能背诵指定篇目；能用自己的话讲诗意；能说说诗的表达妙处","请 {{name}} 背一首古诗，讲讲诗意，再说一个写得好的地方。",moe-2022-chinese:S3.CP.01,G-ZH-05,cn_only
mtc_025,语文,Chinese,古诗文积累,Classical Poetry,古诗·节奏与意境初感,CONCEPTUAL,8,12,第二~三学段(3~6年级),"感受古诗的节奏美和意境美，通过想象把文字变成画面，体会诗人的情怀。","能按节奏读古诗；能用语言描述诗中的画面；能说说读诗后的感受","让 {{name}} 读一首古诗，闭上眼睛想象画面，然后描述出来。",moe-2022-chinese:S2.CP.02,G-ZH-05,cn_only
mtc_026,语文,Chinese,中华传统文化,Traditional Culture,成语与典故积累,LANGUAGE,8,12,第二~三学段(3~6年级),"积累常用成语和典故，了解其含义和来历，能在表达中恰当使用。","能说出常用成语的意思；能讲一个成语故事；能在说话写作中用上成语","给 {{name}} 一个成语，请他讲讲来历并用它说一句话。",moe-2022-chinese:S2.CLT.01,G-ZH-05,cn_only
mtc_027,语文,Chinese,中华传统文化,Traditional Culture,中华传统节日与民俗,CONCEPTUAL,6,12,全学段(1~6年级),"了解春节、清明、端午、中秋等传统节日的由来、习俗和文化内涵，感受文化传承。","能说出几个传统节日的时间和习俗；能讲一个节日故事；能表达对节日的感受","请 {{name}} 说说自己家怎么过春节，再讲一个和节日有关的故事。",moe-2022-chinese:S1.CLT.01,G-ZH-06,cn_only
mtc_028,语文,Chinese,中华传统文化,Traditional Culture,灯谜对联与汉字文化,CONCEPTUAL,10,12,第三学段(5~6年级),"通过灯谜、对联、字谜等感受汉字的形体美和文化意蕴，体会汉语言文字的魅力。","能猜简单的字谜；能对出简单的对联；能说说汉字造字的有趣之处","给 {{name}} 一个字谜，请他猜猜是什么字并说出理由。",moe-2022-chinese:S3.CLT.01,G-ZH-06,cn_only
mtc_029,道德与法治,Moral & Rule of Law,我与自己,Myself,认识自我·优点与不足,CONCEPTUAL,6,8,第一学段(1~2年级),"认识自己的兴趣特长和不足，接纳自己，建立积极的自我认识。","能说出自己的几个优点；能说出想改进的地方；能悦纳自己","请 {{name}} 说说自己擅长什么、还想在哪方面进步。",moe-2022-moral:S1.MS.01,G-MORAL-01,cn_only
mtc_030,道德与法治,Moral & Rule of Law,我与自己,Myself,情绪识别与调节,PROCEDURAL,6,10,第一~二学段(1~4年级),"识别常见的情绪（高兴、生气、难过、害怕），学习用合适的方法调节情绪。","能说出自己当下的情绪；能在生气难过时尝试深呼吸等方法；能寻求帮助","当 {{name}} 不开心时，问他现在是什么感觉，一起想想怎么让自己舒服点。",moe-2022-moral:S1.MS.02,G-MORAL-01,cn_only
mtc_031,道德与法治,Moral & Rule of Law,我与自己,Myself,良好习惯·自理与自律,PROCEDURAL,6,8,第一学段(1~2年级),"养成自己的事情自己做、按时作息、爱护物品等良好生活习惯。","能自己整理书包和文具；能按时睡觉起床；能爱护书本和物品","请 {{name}} 说说每天睡前自己会做哪些准备，书包是谁整理的。",moe-2022-moral:S1.MS.03,G-MORAL-01,cn_only
mtc_032,道德与法治,Moral & Rule of Law,我与自己,Myself,自我保护·安全意识,PROCEDURAL,6,12,全学段(1~6年级),"增强安全意识，掌握防拐骗、防溺水、交通安全等自我保护的基本方法。","知道不跟陌生人走；知道基本的交通规则；遇到危险知道求助","考考 {{name}}：如果有陌生人要带他走，或者看到有人落水，应该怎么办。",moe-2022-moral:S1.MS.04,G-MORAL-01,cn_only
mtc_033,道德与法治,Moral & Rule of Law,我与他人和集体,Others & Community,同伴交往·友好相处,CONCEPTUAL,6,8,第一学段(1~2年级),"学习与同伴友好相处的方法，懂得礼貌待人、分享与合作。","能主动问好和道谢；能和同学一起玩；发生小矛盾能试着和好","请 {{name}} 说说和好朋友闹别扭时会怎么办。",moe-2022-moral:S1.MO.01,G-MORAL-02,cn_only
mtc_034,道德与法治,Moral & Rule of Law,我与他人和集体,Others & Community,合作与分享,PROCEDURAL,6,10,第一~二学段(1~4年级),"在小组活动中学会分工合作，乐于与同伴分享，体会合作带来的快乐。","能在小组里承担一份任务；能把自己的东西分享给同伴；能说出合作的收获","安排一个小组任务，观察 {{name}} 能否和同伴分工完成。",moe-2022-moral:S1.MO.02,G-MORAL-02,cn_only
mtc_035,道德与法治,Moral & Rule of Law,我与他人和集体,Others & Community,尊重与理解他人,CONCEPTUAL,8,12,第二~三学段(3~6年级),"尊重他人的差异和权利，换位思考，理解并包容不同的看法和处境。","能倾听不同意见；能站在对方角度想问题；能尊重与自己不同的人","让 {{name}} 说说当同学和自己想法不一样时该怎么办。",moe-2022-moral:S2.MO.01,G-MORAL-02,cn_only
mtc_036,道德与法治,Moral & Rule of Law,我与他人和集体,Others & Community,班集体·规则与责任,CONCEPTUAL,6,10,第一~二学段(1~4年级),"认识班级是共同的集体，理解规则的意义，愿意为集体承担力所能及的责任。","能说出几条班规并遵守；能承担一项班级小岗位；能为集体出力","请 {{name}} 说说班里有哪些规则、自己在班级里负责什么。",moe-2022-moral:S1.MO.03,G-MORAL-02,cn_only
mtc_037,道德与法治,Moral & Rule of Law,我与国家,My Country,国旗国徽国歌·国家象征,CONCEPTUAL,6,8,第一学段(1~2年级),"认识国旗、国徽、国歌，了解它们是国家象征，懂得尊敬和爱护。","能认出国旗国徽；会唱国歌并保持肃立；知道升旗时的礼仪","问 {{name}} 升国旗奏国歌时应该怎么做，为什么。",moe-2022-moral:S1.MC.01,G-MORAL-03,cn_only
mtc_038,道德与法治,Moral & Rule of Law,我与国家,My Country,我是中国人·身份认同,CONCEPTUAL,6,8,第一学段(1~2年级),"知道自己是中国人，了解首都北京，初步建立作为一个中国人的认同感。","能说出祖国的全称和首都；能说出几个中国的代表性事物；能表达对祖国的感情","请 {{name}} 说说我们祖国的全称和首都，再说一个让他觉得骄傲的中国事物。",moe-2022-moral:S1.MC.02,G-MORAL-03,cn_only
mtc_039,道德与法治,Moral & Rule of Law,我与国家,My Country,宪法与基本权利义务(初步),CONCEPTUAL,10,12,第三学段(5~6年级),"初步了解宪法是国家根本大法，知道公民的基本权利和义务。","能说出宪法是根本大法；能举例说明公民的权利和义务；懂得权利义务相统一","请 {{name}} 说说宪法是什么，再举一个公民权利和义务的例子。",moe-2022-moral:S3.MC.01,G-MORAL-03,cn_only
mtc_040,道德与法治,Moral & Rule of Law,我与国家,My Country,国家安全与民族团结,CONCEPTUAL,10,12,第三学段(5~6年级),"了解国家安全的重要性，认识各民族共同组成中华民族大家庭，懂得维护民族团结。","能说出国家安全包括哪些方面；能说出中国是多民族国家；懂得尊重各民族","请 {{name}} 说说为什么要维护国家安全，中国一共有多少个民族。",moe-2022-moral:S3.MC.02,G-MORAL-03,cn_only
mtc_041,道德与法治,Moral & Rule of Law,我与国家,My Country,中华优秀传统文化认同,CONCEPTUAL,8,12,第二~三学段(3~6年级),"了解中华优秀传统文化的代表，增强文化自信和对民族文化的认同。","能说出几种传统文化代表；能讲一个文化故事；能表达对传统文化的态度","请 {{name}} 举几个中华优秀传统文化的例子，说说自己的感受。",moe-2022-moral:S2.MC.01,G-MORAL-03,cn_only
mtc_042,道德与法治,Moral & Rule of Law,我与人类社会,Society,公共生活·公共规则,CONCEPTUAL,6,10,第一~二学段(1~4年级),"认识公共生活和公共场所的规则，懂得遵守公共秩序、爱护公共设施。","能说出公共场所的规则；能自觉排队守秩序；能爱护公物","问 {{name}} 在图书馆或公交车上应该遵守哪些规则。",moe-2022-moral:S1.MH.01,G-MORAL-04,cn_only
mtc_043,道德与法治,Moral & Rule of Law,我与人类社会,Society,爱护环境·节约资源,PROCEDURAL,6,10,第一~二学段(1~4年级),"树立环保意识，从身边小事做起节约水电、垃圾分类、爱护花草树木。","能随手关灯关水；能进行简单垃圾分类；能爱护花草树木","请 {{name}} 说说在家里可以做哪些环保小事。",moe-2022-moral:S1.MH.02,G-MORAL-04,cn_only
mtc_044,道德与法治,Moral & Rule of Law,我与人类社会,Society,诚信友善公正,CONCEPTUAL,8,12,第二~三学段(3~6年级),"理解诚信、友善、公正是基本的道德准则，在生活中努力践行。","能说出诚信友善公正的含义；能举生活中的例子；能在行为中践行","请 {{name}} 讲一件自己做到诚信或友善的小事。",moe-2022-moral:S2.MH.01,G-MORAL-04,cn_only
mtc_045,道德与法治,Moral & Rule of Law,我们共同的世界,Our World,地球家园·人类共同命运,CONCEPTUAL,10,12,第三学段(5~6年级),"初步了解世界是相互联系的整体，树立人类命运与共的意识。","能说出世界面临的一些共同问题；能理解各国相互依存；能表达和平发展的愿望","请 {{name}} 说说为什么保护地球是全人类共同的事。",moe-2022-moral:S3.MW.01,G-MORAL-05,cn_only
mtc_046,道德与法治,Moral & Rule of Law,我们共同的世界,Our World,多元文化·尊重差异,CONCEPTUAL,10,12,第三学段(5~6年级),"了解世界文化的多样性，尊重不同国家民族的文化差异。","能说出不同国家的文化特色；能尊重与自己不同的文化；能避免偏见","请 {{name}} 介绍一个他了解的外国文化，说说应该怎样看待差异。",moe-2022-moral:S3.MW.02,G-MORAL-05,cn_only
mtc_047,道德与法治,Moral & Rule of Law,我与国家,My Country,法治观念·规则与法律,META,8,12,第二~三学段(3~6年级),"初步建立法治观念，理解规则和法律对生活的作用，养成守法的意识。","能区分规则和法律的不同；能说出法律的作用；能举出守法的事例","请 {{name}} 说说生活中有哪些规则，法律和普通规则有什么不一样。",moe-2022-moral:S2.MC.02,G-MORAL-03,cn_only
mtc_048,道德与法治,Moral & Rule of Law,我与他人和集体,Others & Community,责任意识·家庭学校社会角色,PROCEDURAL,8,12,第二~三学段(3~6年级),"认识到自己在家庭、学校、社会中承担不同角色和责任，主动尽责。","能说出自己在不同场合的角色；能承担相应责任；能反思自己的尽责情况","请 {{name}} 说说作为家庭一员、班集体一员，自己分别该做什么。",moe-2022-moral:S2.MO.02,G-MORAL-02,cn_only
mtc_049,体育与健康,PE & Health,基本运动技能,Fundamental Movement,走与跑·正确姿势与变速,PROCEDURAL,6,8,第一学段(1~2年级),"掌握正确的走和跑姿势，学会变速跑，发展基本位移能力。","能保持正确姿势走和跑；能按口令改变速度；能跑完一段距离","让 {{name}} 演示正确跑步姿势，再按快慢口令变速跑。",moe-2022-pe:S1.FM.01,G-PE-01,cn_only
mtc_050,体育与健康,PE & Health,基本运动技能,Fundamental Movement,跳跃·单双脚跳与立定跳远,PROCEDURAL,6,8,第一学段(1~2年级),"学会单双脚跳和立定跳远，发展跳跃能力和身体协调性。","能单双脚协调跳跃；能做出立定跳远动作；能跳过一定距离","让 {{name}} 做一次立定跳远，观察摆臂蹬地是否协调。",moe-2022-pe:S1.FM.02,G-PE-01,cn_only
mtc_051,体育与健康,PE & Health,基本运动技能,Fundamental Movement,投掷·抛接与投准,PROCEDURAL,6,10,第一~二学段(1~4年级),"学会抛接和投准，发展上肢力量和手眼协调能力。","能正确抛接轻物；能把沙包投进目标；能做出挥臂投掷动作","让 {{name}} 把沙包投进远处的圈里，观察动作是否正确。",moe-2022-pe:S1.FM.03,G-PE-01,cn_only
mtc_052,体育与健康,PE & Health,基本运动技能,Fundamental Movement,攀爬钻滚·身体协调,PROCEDURAL,6,8,第一学段(1~2年级),"通过攀爬、钻、滚等动作发展身体协调和灵敏素质。","能安全地攀爬器械；能钻过障碍；能做出前滚翻等动作","让 {{name}} 完成一组攀爬钻障碍，观察是否协调安全。",moe-2022-pe:S1.FM.04,G-PE-01,cn_only
mtc_053,体育与健康,PE & Health,体能,Physical Fitness,体能·灵敏与平衡,PROCEDURAL,6,10,第一~二学段(1~4年级),"通过练习发展灵敏和平衡素质，提高身体控制能力。","能完成简单的灵敏性练习；能单脚站立保持平衡；能做变向移动","让 {{name}} 单脚闭眼站立，看他能保持多久。",moe-2022-pe:S1.PF.01,G-PE-02,cn_only
mtc_054,体育与健康,PE & Health,体能,Physical Fitness,体能·力量与柔韧,PROCEDURAL,8,12,第二~三学段(3~6年级),"发展肌肉力量和柔韧性，学会科学的体能锻炼方法。","能完成规定次数的力量练习；能做坐位体前屈；能说出锻炼要循序渐进","让 {{name}} 做一组力量练习和坐位体前屈，观察动作质量。",moe-2022-pe:S2.PF.01,G-PE-02,cn_only
mtc_055,体育与健康,PE & Health,健康教育,Health Education,个人卫生与健康习惯,CONCEPTUAL,6,8,第一学段(1~2年级),"养成勤洗手、正确刷牙、保护视力等个人卫生和健康习惯。","能正确洗手；能坚持早晚刷牙；能保持正确读写姿势","请 {{name}} 演示一遍正确洗手的步骤，说说保护视力要怎么做。",moe-2022-pe:S1.HE.01,G-PE-03,cn_only
mtc_056,体育与健康,PE & Health,健康教育,Health Education,营养均衡与健康饮食,CONCEPTUAL,8,10,第二学段(3~4年级),"了解均衡营养的意义，养成不挑食、少吃零食的健康饮食习惯。","能说出食物的几大类；能搭配一餐的荤素；能说明挑食的危害","请 {{name}} 给自己搭配一份营养午餐，说说为什么这样搭配。",moe-2022-pe:S2.HE.01,G-PE-03,cn_only
mtc_057,体育与健康,PE & Health,健康教育,Health Education,安全急救·常见伤害预防,PROCEDURAL,8,12,第二~三学段(3~6年级),"掌握擦伤扭伤等常见运动伤害的预防和简单处理方法。","能预防常见运动伤害；能简单处理小擦伤；知道扭伤后要冷敷","考考 {{name}}：跑步扭了脚，第一时间应该怎么做。",moe-2022-pe:S2.HE.02,G-PE-03,cn_only
mtc_058,体育与健康,PE & Health,健康教育,Health Education,心理健康·积极情绪,CONCEPTUAL,8,12,第二~三学段(3~6年级),"在体育活动中体验成功与挫折，培养积极乐观的情绪和抗挫能力。","能在失败后调整情绪；能为同伴加油；能说出运动带来的快乐","问 {{name}} 比赛输了时会怎么调整心情。",moe-2022-pe:S2.HE.03,G-PE-03,cn_only
mtc_059,体育与健康,PE & Health,专项运动技能,Sport Skills,球类·拍球运球传接,PROCEDURAL,8,12,第二~三学段(3~6年级),"学习篮球足球等球类的基本技术（拍球、运球、传接），在游戏中运用。","能连续拍球；能行进间运球；能与同伴传接球","让 {{name}} 和同伴互相传接球，观察动作是否到位。",moe-2022-pe:S2.SS.01,G-PE-04,cn_only
mtc_060,体育与健康,PE & Health,专项运动技能,Sport Skills,武术·基本手型步型与简单套路,PROCEDURAL,8,12,第二~三学段(3~6年级),"学习武术的基本手型步型（拳掌勾、马步弓步）和简单套路，弘扬中华武术。","能做出基本手型步型；能完成一段简单套路；能表现出精气神","让 {{name}} 演示马步和弓步，再打一段学过的武术操。",moe-2022-pe:S2.SS.02,G-PE-04,cn_only
mtc_061,体育与健康,PE & Health,专项运动技能,Sport Skills,体操·队列与垫上动作,PROCEDURAL,8,10,第二学段(3~4年级),"学习队列队形和垫上基本动作，发展身体的协调和控制能力。","能按口令完成队列动作；能做垫上前滚翻；能保持队形整齐","让 {{name}} 带领一组同学完成队列变换，观察口令和动作。",moe-2022-pe:S2.SS.03,G-PE-04,cn_only
mtc_062,体育与健康,PE & Health,跨学科主题学习,Cross-disciplinary,体育品德·规则与团队精神,META,8,12,第二~三学段(3~6年级),"在体育活动中遵守规则、尊重裁判和对手，培养团队合作和拼搏精神。","能遵守比赛规则；能尊重对手和裁判；能与队友配合不埋怨","观察 {{name}} 在比赛中的表现，看他是否守规则、尊重对手。",moe-2022-pe:S2.CR.01,G-PE-05,cn_only
mtc_063,艺术,Art,欣赏,Appreciation,音乐·聆听与感受,CONCEPTUAL,6,8,第一学段(1~2年级),"通过聆听音乐感受情绪和形象，能用简单的语言或动作表达听音乐的感受。","能安静聆听一段音乐；能说出音乐的情绪（欢快悲伤）；能用动作表现音乐","放一段音乐给 {{name}} 听，请他说说感受并用动作表现。",moe-2022-art:S1.AP.01,G-ART-01,cn_only
mtc_064,艺术,Art,欣赏,Appreciation,美术·欣赏评述中外作品,CONCEPTUAL,8,12,第二~三学段(3~6年级),"欣赏中外美术作品，能用简单的美术语言描述和评述作品的色彩造型和内容。","能说出作品画了什么；能描述色彩和造型的特点；能表达自己的感受","给 {{name}} 看一幅画，请他说说画了什么、用了什么颜色、自己喜不喜欢。",moe-2022-art:S2.AP.01,G-ART-01,cn_only
mtc_065,艺术,Art,欣赏,Appreciation,音乐·节奏与旋律感知,CONCEPTUAL,6,10,第一~二学段(1~4年级),"感知音乐中的节奏和旋律变化，能用拍手踏脚或简单图示表现节奏。","能听辨节奏的快慢强弱；能拍出简单的节奏型；能感受旋律的高低走向","拍一段节奏让 {{name}} 模仿，再让他跟着音乐拍手。",moe-2022-art:S1.AP.02,G-ART-01,cn_only
mtc_066,艺术,Art,表现,Performance,音乐·演唱儿童歌曲,PROCEDURAL,6,8,第一学段(1~2年级),"学唱适合的儿童歌曲，做到音准节奏基本正确，能自然有表情地演唱。","能完整唱出一首儿歌；能跟上伴奏不跑调；能有表情地演唱","请 {{name}} 完整唱一首学过的歌，注意音准和表情。",moe-2022-art:S1.PR.01,G-ART-02,cn_only
mtc_067,艺术,Art,表现,Performance,美术·线条色彩造型表现,PROCEDURAL,6,10,第一~二学段(1~4年级),"用线条、色彩和简单的造型进行绘画表现，表达自己的观察和想象。","能用线条画出物体的轮廓；能用色彩表达情绪；能进行简单造型","让 {{name}} 用线条和颜色画一个自己喜欢的东西。",moe-2022-art:S1.PR.02,G-ART-02,cn_only
mtc_068,艺术,Art,表现,Performance,音乐·简单乐器演奏,PROCEDURAL,8,12,第二~三学段(3~6年级),"学习一种简单乐器（如竖笛、口风琴）的基本演奏方法，能合奏简单乐曲。","能持握乐器姿势正确；能吹奏简单旋律；能与同伴合奏","让 {{name}} 用学过的乐器吹奏一段简单旋律。",moe-2022-art:S2.PR.01,G-ART-02,cn_only
