id,subject,subject_en,domain,domain_en,name,type,age_range_start,age_range_end,stage,description,evidence,assessment_prompt,cn_standards,source_gap_id,origin
mtc_497,数学,Mathematics,函数,Functions,函数的单调性与最值,CONCEPTUAL,15,16,高中(10~12年级),理解函数单调性（增函数/减函数）的定义，能用定义法证明函数的单调性，能借助单调性求函数的最大值和最小值。,能用定义法证明函数在某区间上的单调性；能判断函数的单调区间；能利用单调性求最值,"让 {{name}} 用定义法证明 f(x)=1/x 在 (0,+∞) 上是减函数。",moe-2022-math:SH.FN.02,G-SH-MATH-02,progression
mtc_498,数学,Mathematics,函数,Functions,函数的奇偶性,CONCEPTUAL,15,16,高中(10~12年级),理解函数奇偶性的定义（偶函数 f(-x)=f(x)、奇函数 f(-x)=-f(x)），能判断函数的奇偶性，理解奇偶性与图像对称性的关系。,能用定义判断函数是奇函数还是偶函数；能说明奇偶性与图像对称的关系；能画出奇偶函数的简图,给 {{name}} 函数 f(x)=x³-x，请他判断奇偶性并说明图像关于什么对称。,moe-2022-math:SH.FN.03,G-SH-MATH-02,progression
mtc_499,数学,Mathematics,函数,Functions,幂函数的图像与性质,CONCEPTUAL,15,16,高中(10~12年级),"理解幂函数 y=xᵃ 的概念，掌握常见幂函数（y=x, y=x², y=x³, y=x^(1/2), y=x⁻¹）的图像和性质（过定点、单调性、奇偶性）。","能画出常见幂函数的图像；能说明幂函数过定点(1,1)的特点；能比较幂函数的单调性和奇偶性",让 {{name}} 在同一坐标系中画出 y=x²、y=x³、y=1/x 的图像，比较它们的共同点和不同点。,moe-2022-math:SH.FN.04,G-SH-MATH-02,progression
mtc_500,数学,Mathematics,函数,Functions,指数与指数幂的运算,PROCEDURAL,15,16,高中(10~12年级),理解分数指数幂的意义，掌握指数幂的运算性质，能进行根式与分数指数幂的互化和化简。,能把根式化为分数指数幂；能运用指数幂的运算性质计算；能进行指数式的化简,让 {{name}} 化简 a^(1/2)·a^(1/3) 并计算 8^(2/3) 的值。,moe-2022-math:SH.FN.05,G-SH-MATH-02,progression
mtc_501,数学,Mathematics,函数,Functions,指数函数的图像与性质,CONCEPTUAL,15,16,高中(10~12年级),掌握指数函数 y=aˣ（a>0且a≠1）的概念、图像和性质，理解底数 a 对单调性的影响，能运用指数函数模型解决简单实际问题。,能画出 y=2ˣ 和 y=(1/2)ˣ 的图像并说明性质；能说明底数对单调性的影响；能用指数模型解决简单的增长衰减问题,让 {{name}} 画出 y=2ˣ 和 y=(1/2)ˣ 的图像，比较定义域、值域、单调性和特殊点。,moe-2022-math:SH.FN.06,G-SH-MATH-02,progression
mtc_502,数学,Mathematics,函数,Functions,对数与对数运算,PROCEDURAL,16,17,高中(10~12年级),理解对数的概念（对数是指数的逆运算），掌握对数的运算性质和换底公式，能进行对数的计算和化简。,能把指数式与对数式互化；能运用对数的运算性质计算；能用换底公式进行计算,让 {{name}} 计算 log₂8、lg100 和 log₃(1/9) 的值，并说明对数与指数的关系。,moe-2022-math:SH.FN.07,G-SH-MATH-02,cn_only
mtc_503,数学,Mathematics,函数,Functions,对数函数的图像与性质,CONCEPTUAL,16,17,高中(10~12年级),掌握对数函数 y=logₐx（a>0且a≠1）的概念、图像和性质，理解对数函数与指数函数互为反函数，能用对数函数模型分析实际问题。,能画出 y=log₂x 的图像并说明性质；能说明对数函数与指数函数互为反函数；能用对数模型解释实际问题,让 {{name}} 画出 y=log₂x 的简图，说出定义域、值域和单调性，并说明它和 y=2ˣ 图像的关系。,moe-2022-math:SH.FN.08,G-SH-MATH-02,cn_only
mtc_504,数学,Mathematics,函数,Functions,三角函数的概念与诱导公式,CONCEPTUAL,16,17,高中(10~12年级),理解任意角和弧度制，掌握三角函数（正弦、余弦、正切）的定义，能运用同角三角函数的基本关系式和诱导公式进行计算。,能进行弧度与角度的换算；能用任意角三角函数的定义求值；能运用诱导公式化简求值,让 {{name}} 把 60° 化为弧度，并用诱导公式求 sin(5π/6) 的值。,moe-2022-math:SH.FN.09,G-SH-MATH-02,progression
mtc_505,数学,Mathematics,函数,Functions,三角函数的图像与性质,CONCEPTUAL,16,17,高中(10~12年级),掌握正弦函数、余弦函数的图像和性质（周期性、单调性、最大最小值），能用「五点法」画出正弦余弦函数的简图，了解 y=Asin(ωx+φ) 的图像变换。,能用五点法画出 y=sinx 的图像；能说出正弦余弦函数的周期和最值；能说明 A、ω、φ 对图像的影响,"让 {{name}} 用五点法画出 y=sinx 在 [0,2π] 上的图像，说出周期和最大最小值。",moe-2022-math:SH.FN.10,G-SH-MATH-02,progression
mtc_506,数学,Mathematics,函数,Functions,函数的零点与二分法,PROCEDURAL,16,17,高中(10~12年级),理解函数零点与方程根的联系，能用二分法求函数零点的近似值，能选择合适的函数模型描述和解决实际问题。,能判断函数零点所在的大致区间；能用二分法求零点的近似值；能说明零点与方程根的关系,让 {{name}} 用二分法求方程 2ˣ+x-4=0 的一个近似解（精确到0.1）。,moe-2022-math:SH.FN.11,G-SH-MATH-02,progression
mtc_507,数学,Mathematics,几何与代数,Geometry & Algebra,平面向量的概念与线性运算,CONCEPTUAL,16,17,高中(10~12年级),理解平面向量的概念（大小和方向），掌握向量的加法、减法和数乘运算及其几何意义，理解向量共线的条件。,能用有向线段表示向量；能进行向量的加减和数乘运算；能判断两个向量是否共线,给 {{name}} 两个向量，请他用几何作图的方法求出它们的和向量与差向量。,moe-2022-math:SH.GA.01,G-SH-MATH-03,cn_only
mtc_508,数学,Mathematics,几何与代数,Geometry & Algebra,平面向量基本定理与坐标表示,PROCEDURAL,16,17,高中(10~12年级),理解平面向量基本定理，掌握平面向量的坐标表示，能进行向量的坐标运算（加、减、数乘）。,能用基底表示平面上的任一向量；能用坐标进行向量的线性运算；能用坐标说明向量共线的条件,"给 {{name}} 向量 a=(1,2)、b=(3,-1)，请他用坐标求 a+b、a-2b 并判断 a 与 b 是否共线。",moe-2022-math:SH.GA.02,G-SH-MATH-03,cn_only
mtc_509,数学,Mathematics,几何与代数,Geometry & Algebra,平面向量的数量积及其应用,PROCEDURAL,16,17,高中(10~12年级),掌握平面向量数量积（点积）的定义及其坐标表示，能用数量积解决向量的长度、夹角和垂直问题，能用向量方法解决简单的几何证明问题。,能用坐标计算两个向量的数量积；能用数量积求向量的长度和夹角；能用数量积判断两个向量垂直并证明几何结论,"给 {{name}} 向量 a=(1,2)、b=(3,4)，请他求数量积 a·b、|a| 以及 a 与 b 的夹角，并判断是否垂直。",moe-2022-math:SH.GA.03,G-SH-MATH-03,cn_only
mtc_510,数学,Mathematics,几何与代数,Geometry & Algebra,复数的概念与几何意义,CONCEPTUAL,16,17,高中(10~12年级),理解复数的基本概念（实部、虚部、模、共轭复数），了解复数的几何意义（复平面上的点），了解复数相等的条件。,能识别复数的实部和虚部；能在复平面上用点表示复数；能说出复数相等的条件,让 {{name}} 说出复数 2+3i 的实部和虚部，并在复平面上标出它对应的点。,moe-2022-math:SH.GA.04,G-SH-MATH-03,cn_only
mtc_511,数学,Mathematics,几何与代数,Geometry & Algebra,复数的四则运算,PROCEDURAL,16,17,高中(10~12年级),掌握复数的加法、减法、乘法和除法运算，能进行复数的四则运算并化简。,能进行复数的加减运算；能进行复数的乘法运算；能进行复数的除法运算,让 {{name}} 计算 (2+3i)(1-i) 并说出结果的实部和虚部。,moe-2022-math:SH.GA.05,G-SH-MATH-03,cn_only
mtc_512,数学,Mathematics,概率与统计,Probability & Statistics,古典概型与概率基本性质,CONCEPTUAL,16,17,高中(10~12年级),理解概率的基本性质，掌握古典概型的两个特征（有限性、等可能性），能用古典概型公式计算事件的概率。,能判断一个概率模型是否为古典概型；能用列举法求古典概型的概率；能运用概率的基本性质,让 {{name}} 用古典概型求从一副52张扑克牌中随机抽取一张是A的概率。,moe-2022-math:SH.PS.01,G-SH-MATH-04,progression
mtc_513,数学,Mathematics,概率与统计,Probability & Statistics,条件概率与事件的独立性,CONCEPTUAL,16,17,高中(10~12年级),理解条件概率的含义，掌握条件概率公式，理解两个事件相互独立的概念，能进行简单的概率计算。,能用条件概率公式计算条件概率；能判断两个事件是否独立；能解决简单的概率综合问题,让 {{name}} 说说「已知第一次抽到红球」对第二次抽到红球的概率有没有影响（不放回情形），并计算。,moe-2022-math:SH.PS.02,G-SH-MATH-04,progression
mtc_514,数学,Mathematics,概率与统计,Probability & Statistics,抽样方法,PROCEDURAL,16,17,高中(10~12年级),掌握简单随机抽样（抽签法、随机数法）和分层抽样的方法，能根据实际情境选择合适的抽样方法。,能区分简单随机抽样和分层抽样；能根据情境选择合适的抽样方法；能实施简单的抽样方案,给 {{name}} 一个情境（如调查全校学生的视力），请他选择合适的抽样方法并说明理由。,moe-2022-math:SH.PS.03,G-SH-MATH-04,progression
mtc_515,数学,Mathematics,概率与统计,Probability & Statistics,用样本估计总体,PROCEDURAL,16,17,高中(10~12年级),能用样本的频率分布（频率分布直方图）和数字特征（平均数、标准差）估计总体的相应特征。,能制作频率分布直方图；能计算样本的平均数和标准差；能用样本特征估计总体,给 {{name}} 一组数据，请他制作频率分布直方图并估计总体的平均数。,moe-2022-math:SH.PS.04,G-SH-MATH-04,progression
mtc_516,数学,Mathematics,数学建模活动,Mathematical Modeling,数学建模的完整过程,META,16,18,高中(10~12年级),经历数学建模的完整过程（发现问题→建立模型→求解→验证→推广），能从实际问题中抽象数学模型并撰写简单的建模报告。,能从实际问题中抽象出数学关系；能用模型求解并验证合理性；能反思并改进模型,让 {{name}} 对一个实际问题（如十字路口红绿灯时长设置）建立数学模型并求解。,moe-2022-math:SH.MM.01,G-SH-MATH-05,progression
mtc_517,数学,Mathematics,数学建模活动,Mathematical Modeling,函数模型的实际应用,PROCEDURAL,16,18,高中(10~12年级),能选择合适的函数模型（指数增长、对数增长、分段函数等）拟合实际数据，描述和解决现实中的增长、衰减等问题。,能根据数据特征选择合适的函数模型；能用模型拟合数据并求解；能解释模型结果的现实意义,给 {{name}} 一组细菌繁殖的数据，请他判断适合用哪种函数模型并说明理由。,moe-2022-math:SH.MM.02,G-SH-MATH-05,progression
mtc_518,物理,Physics,机械运动与牛顿运动定律,Mechanics,质点参考系与位移,CONCEPTUAL,15,16,高中(10~12年级),理解质点模型（把物体看作有质量而无大小的点）的适用条件，理解参考系的概念，掌握位移（矢量，由初位置指向末位置）与路程（标量）的区别。,能说明什么情况下可以把物体看作质点；能区分位移和路程；能选择合适的参考系描述运动,让 {{name}} 说说研究地球绕太阳公转时能不能把地球看作质点，并说明位移和路程有什么不同。,moe-2022-physics:SH.MM.01,G-SH-PHYS-01,progression
mtc_519,物理,Physics,机械运动与牛顿运动定律,Mechanics,速度与加速度,CONCEPTUAL,15,16,高中(10~12年级),理解速度（描述位置变化快慢和方向）和加速度（描述速度变化快慢和方向）的概念，能区分平均速度与瞬时速度，理解速度与加速度方向的关系。,能区分平均速度和瞬时速度；能说明速度大和加速度大的区别；能判断加速度方向与速度方向的关系,让 {{name}} 解释「速度大的物体加速度一定大吗」，并举一个速度为零但加速度不为零的例子。,moe-2022-physics:SH.MM.02,G-SH-PHYS-01,progression
mtc_520,物理,Physics,机械运动与牛顿运动定律,Mechanics,匀变速直线运动的规律,PROCEDURAL,15,16,高中(10~12年级),掌握匀变速直线运动的速度公式 v=v₀+at、位移公式 x=v₀t+½at² 和速度位移关系式 v²-v₀²=2ax，能灵活选择公式解决实际问题。,能正确选用三个运动学公式解决问题；能用公式分析刹车追及等多过程问题；能进行单位换算,让 {{name}} 求一辆以 10 m/s 行驶的汽车刹车后（加速度大小为 5 m/s²）的滑行距离和滑行时间。,moe-2022-physics:SH.MM.03,G-SH-PHYS-01,progression
mtc_521,物理,Physics,机械运动与牛顿运动定律,Mechanics,v-t图像的分析与应用,REPRESENTATIONAL,15,16,高中(10~12年级),能读懂和绘制 v-t 图像，理解图像中斜率（加速度）、面积（位移）、截距的物理意义，能用图像分析物体的运动过程。,能从 v-t 图像读出速度加速度和位移；能说明图像斜率和面积的物理意义；能用图像分析多过程运动,给 {{name}} 一张 v-t 图像，请他说出物体的加速度、运动位移，并描述整个运动过程。,moe-2022-physics:SH.MM.04,G-SH-PHYS-01,progression
mtc_522,物理,Physics,机械运动与牛顿运动定律,Mechanics,牛顿第二定律,CONCEPTUAL,15,16,高中(10~12年级),理解牛顿第二定律的内容（物体的加速度与所受合外力成正比、与质量成反比，F=ma），能运用牛顿第二定律分析受力与运动状态的关系。,能说出 F=ma 的内容和各量的单位；能用 F=ma 分析受力与加速度的关系；能进行简单的动力学计算,让 {{name}} 用牛顿第二定律分析一个质量为 2 kg 的物体受到 6 N 合外力时的加速度。,moe-2022-physics:SH.MM.05,G-SH-PHYS-01,progression
mtc_523,物理,Physics,机械运动与牛顿运动定律,Mechanics,牛顿第三定律与受力分析,CONCEPTUAL,15,16,高中(10~12年级),理解牛顿第三定律（作用力与反作用力等大反向、分别作用在两个物体上），能对物体进行正确的受力分析，画出受力示意图，区分作用力反作用力与平衡力。,能区分作用力反作用力与平衡力；能对物体进行完整的受力分析；能画出规范的受力示意图,给 {{name}} 一个放在斜面上的物体，请他画出受力示意图并指出支持力的反作用力作用在谁身上。,moe-2022-physics:SH.MM.06,G-SH-PHYS-01,progression
mtc_524,物理,Physics,机械运动与牛顿运动定律,Mechanics,牛顿运动定律的应用·超重与失重,PROCEDURAL,15,17,高中(10~12年级),能综合运用牛顿运动定律解决动力学问题（如斜面上的运动、连接体问题），理解超重（加速度向上）和失重（加速度向下）现象的本质。,能用牛顿定律解决斜面和连接体问题；能解释超重和失重现象的本质；能区分视重和实重,让 {{name}} 用牛顿第二定律分析电梯里的人在加速上升时的受力情况，并判断是超重还是失重。,moe-2022-physics:SH.MM.07,G-SH-PHYS-01,progression
mtc_525,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,运动的合成与分解,CONCEPTUAL,16,17,高中(10~12年级),理解运动的合成与分解（遵循平行四边形定则），理解曲线运动中速度方向（沿切线）和合外力方向（指向曲率中心）的关系。,能用平行四边形定则合成和分解运动；能说明曲线运动的条件；能分析合运动与分运动的关系,让 {{name}} 分析小船渡河时，船的实际运动是怎样由划船运动和水流运动合成的。,moe-2022-physics:SH.CM.01,G-SH-PHYS-02,cn_only
mtc_526,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,平抛运动的规律,PROCEDURAL,16,17,高中(10~12年级),掌握平抛运动的规律（水平方向匀速直线、竖直方向自由落体），能计算平抛运动的时间、射程和落地速度。,能说明平抛运动可分解为水平和竖直两个分运动；能计算平抛的时间射程和速度；能求解平抛的实际问题,让 {{name}} 分析一架飞机水平投下的炸弹的运动轨迹，并计算落地时间和水平射程。,moe-2022-physics:SH.CM.02,G-SH-PHYS-02,cn_only
mtc_527,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,斜抛运动,CONCEPTUAL,16,17,高中(10~12年级),了解斜抛运动的特点，能用运动分解的方法分析斜抛运动，理解射高和射程与抛射角的关系。,能把斜抛分解为水平和竖直两个分运动；能说明射高和射程的概念；能比较不同抛射角的射程,让 {{name}} 说说在不计空气阻力时，什么抛射角下斜抛物体的射程最大。,moe-2022-physics:SH.CM.03,G-SH-PHYS-02,cn_only
mtc_528,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,圆周运动的描述,CONCEPTUAL,16,17,高中(10~12年级),理解描述匀速圆周运动的物理量（线速度 v、角速度 ω、周期 T、频率 f），掌握它们之间的关系（v=ωr、T=1/f）。,能区分线速度和角速度；能用 v=ωr 等关系式进行换算；能说明同轴转动和皮带传动的特点,让 {{name}} 说说时钟分针和时针的角速度之比是多少。,moe-2022-physics:SH.CM.04,G-SH-PHYS-02,cn_only
mtc_529,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,向心加速度与向心力,CONCEPTUAL,16,17,高中(10~12年级),理解向心加速度（a=v²/r=ω²r，方向指向圆心）和向心力（F=mv²/r）的概念，能分析做匀速圆周运动物体的向心力来源。,能用向心加速度公式计算；能分析圆周运动物体的向心力来源；能用 F=mv²/r 解决圆周运动问题,让 {{name}} 分析汽车在水平弯道上转弯时的向心力由什么力提供，并说明速度过大为什么会打滑。,moe-2022-physics:SH.CM.05,G-SH-PHYS-02,cn_only
mtc_530,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,匀速圆周运动的应用,PROCEDURAL,16,17,高中(10~12年级),能综合运用圆周运动的知识分析生活中的实例（如圆锥摆、火车转弯、汽车过拱桥），理解临界状态的分析方法。,能用圆周运动知识分析圆锥摆和火车转弯；能分析过拱桥最高点和最低点的受力；能判断临界条件,让 {{name}} 分析汽车过凸形拱桥最高点时对桥的压力与重力的关系，并求出不飞离桥面的最大速度。,moe-2022-physics:SH.CM.06,G-SH-PHYS-02,cn_only
mtc_531,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,万有引力定律,CONCEPTUAL,16,17,高中(10~12年级),理解万有引力定律的内容和公式（F=G·m₁m₂/r²），理解引力常量 G 的意义，能运用定律计算天体间的引力。,能说出万有引力定律的内容；能用公式计算两个天体间的引力；能说明引力随距离的变化,让 {{name}} 用万有引力定律说明为什么月球不会掉到地球上。,moe-2022-physics:SH.CM.07,G-SH-PHYS-02,cn_only
mtc_532,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,万有引力与天体运动,PROCEDURAL,16,17,高中(10~12年级),能用万有引力定律和向心力公式分析天体的运动（把天体运动近似看作匀速圆周运动），能计算天体的质量和密度。,能用万有引力等于向心力分析卫星运动；能推导中心天体质量的公式；能计算天体表面重力加速度,让 {{name}} 根据卫星的轨道半径和周期推导中心天体的质量表达式。,moe-2022-physics:SH.CM.08,G-SH-PHYS-02,cn_only
mtc_533,物理,Physics,曲线运动与万有引力,Curvilinear Motion & Gravitation,宇宙速度与人造卫星,CONCEPTUAL,16,17,高中(10~12年级),理解三个宇宙速度的含义，能推导第一宇宙速度，了解人造卫星的运行规律（轨道、周期、速度）和同步卫星的特点。,能推导第一宇宙速度并说出其值；能说明卫星速度与轨道半径的关系；能解释同步卫星的特点,让 {{name}} 说说第一宇宙速度是怎么算出来的（约7.9 km/s），以及为什么它是最小的发射速度。,moe-2022-physics:SH.CM.09,G-SH-PHYS-02,cn_only
mtc_534,物理,Physics,机械能与能源,Mechanical Energy & Energy,功与功率,CONCEPTUAL,16,17,高中(10~12年级),理解功的概念（W=Flcosα，功是标量）和功率的概念（P=W/t=Fv），能计算恒力做功和功率，理解额定功率与实际功率的区别。,能用 W=Flcosα 计算功；能用 P=Fv 计算功率；能说明功的正负含义,让 {{name}} 计算用 20 N 的力沿水平方向拉物体前进 5 m 做的功，以及匀速拉 10 s 的功率。,moe-2022-physics:SH.ME.01,G-SH-PHYS-03,progression
mtc_535,物理,Physics,机械能与能源,Mechanical Energy & Energy,重力势能与弹性势能,CONCEPTUAL,16,17,高中(10~12年级),理解重力势能（Eₚ=mgh，与参考面的选取有关）和弹性势能的概念，理解重力做功与重力势能变化的关系（重力做正功势能减少）。,能用 Eₚ=mgh 计算重力势能；能说明重力做功与势能变化的关系；能说明势能具有相对性,让 {{name}} 说说质量为 2 kg 的物体从 3 m 高处落到地面，重力做了多少功，重力势能变化了多少。,moe-2022-physics:SH.ME.02,G-SH-PHYS-03,progression
mtc_536,物理,Physics,机械能与能源,Mechanical Energy & Energy,动能定理,CONCEPTUAL,16,17,高中(10~12年级),理解动能（Eₖ=½mv²）的概念，掌握动能定理（外力做的总功等于物体动能的变化），能运用动能定理解决多过程力学问题。,能用 Eₖ=½mv² 计算动能；能正确运用动能定理 W总=ΔEₖ；能用动能定理分析多过程问题,让 {{name}} 用动能定理分析一辆汽车从坡顶由静止滑下（高差10 m）到达坡底时的速度（不计摩擦）。,moe-2022-physics:SH.ME.03,G-SH-PHYS-03,progression
mtc_537,物理,Physics,机械能与能源,Mechanical Energy & Energy,机械能守恒定律,CONCEPTUAL,16,17,高中(10~12年级),掌握机械能守恒定律的条件（只有重力和弹力做功）和内容，能运用机械能守恒定律解决力学问题。,能判断机械能是否守恒；能列出机械能守恒方程；能用能量观点分析力学问题,让 {{name}} 用机械能守恒定律分析过山车从最高点（高差40 m）由静止滑到最低点时的速度。,moe-2022-physics:SH.ME.04,G-SH-PHYS-03,progression
mtc_538,物理,Physics,机械能与能源,Mechanical Energy & Energy,功能关系与能量守恒,META,17,18,高中(10~12年级),理解功能关系（不同力做功对应不同形式能量的变化），理解能量守恒定律，能用功能关系和能量观点综合分析含摩擦的实际问题。,能说明各种力做功与能量转化的对应关系；能用能量守恒分析有摩擦的问题；能综合运用动能定理和机械能守恒,让 {{name}} 分析物体沿粗糙斜面下滑时机械能为什么不守恒，减少的机械能转化成了什么。,moe-2022-physics:SH.ME.05,G-SH-PHYS-03,progression
mtc_539,物理,Physics,静电场,Electrostatics,电荷守恒与库仑定律,CONCEPTUAL,16,17,高中(10~12年级),理解电荷守恒定律和元电荷的概念，掌握库仑定律（F=k·q₁q₂/r²），能运用库仑定律计算点电荷间的静电力。,能说明电荷守恒和起电的三种方式；能用库仑定律计算点电荷间的力；能进行库仑力的矢量合成,让 {{name}} 计算两个相距 0.1 m、电量分别为 +2 μC 和 -3 μC 的点电荷间的库仑力大小。,moe-2022-physics:SH.ES.01,G-SH-PHYS-04,cn_only
mtc_540,物理,Physics,静电场,Electrostatics,电场与电场强度,CONCEPTUAL,16,17,高中(10~12年级),理解电场的概念（电荷周围存在的特殊物质），掌握电场强度的定义（E=F/q，矢量）和点电荷的场强公式（E=kQ/r²）。,能说明电场强度的物理意义；能用 E=F/q 和 E=kQ/r² 进行计算；能进行电场强度的矢量合成,让 {{name}} 求电量 +3 μC 的点电荷在距它 0.3 m 处产生的电场强度大小和方向。,moe-2022-physics:SH.ES.02,G-SH-PHYS-04,cn_only
mtc_541,物理,Physics,静电场,Electrostatics,电场线与电场的描述,REPRESENTATIONAL,16,17,高中(10~12年级),理解电场线的概念和特点（从正电荷出发到负电荷终止、不相交、疏密表示场强大小），能画出常见电场的电场线分布。,能说出电场线的特点；能画出点电荷和匀强电场的电场线；能用电场线判断场强的大小和方向,让 {{name}} 画出正点电荷、负点电荷和一对等量异种电荷的电场线分布，并说明疏密的含义。,moe-2022-physics:SH.ES.03,G-SH-PHYS-04,cn_only
